idx	gene_id	task_id	system	subsystem	reactions
460	B4GALT1	193	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	G14T10g|G14T11g|G14T12g|G14T13g|G14T14g|G14T15g|G14T16g|G14T17g|G14T18g|G14T19g|G14T20g|G14T21g|G14T2g|G14T3g|G14T4g|G14T5g|G14T6g|G14T7g|G14T8g|G14T9g|G14Tg|UGALGTg
461	B4GALT1	195	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	G14T10g|G14T11g|G14T12g|G14T13g|G14T14g|G14T15g|G14T16g|G14T17g|G14T18g|G14T19g|G14T20g|G14T21g|G14T2g|G14T3g|G14T4g|G14T5g|G14T6g|G14T7g|G14T8g|G14T9g|G14Tg|UGALGTg
462	B4GALT5	192	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	G14T10g|G14T11g|G14T12g|G14T13g|G14T14g|G14T15g|G14T16g|G14T17g|G14T18g|G14T19g|G14T20g|G14T21g|G14T2g|G14T3g|G14T4g|G14T5g|G14T6g|G14T7g|G14T8g|G14T9g|G14Tg
463	B4GALT5	193	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	G14T10g|G14T11g|G14T12g|G14T13g|G14T14g|G14T15g|G14T16g|G14T17g|G14T18g|G14T19g|G14T20g|G14T21g|G14T2g|G14T3g|G14T4g|G14T5g|G14T6g|G14T7g|G14T8g|G14T9g|G14Tg
464	B4GALT5	195	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	G14T10g|G14T11g|G14T12g|G14T13g|G14T14g|G14T15g|G14T16g|G14T17g|G14T18g|G14T19g|G14T20g|G14T21g|G14T2g|G14T3g|G14T4g|G14T5g|G14T6g|G14T7g|G14T8g|G14T9g|G14Tg
465	B4GALT2	36	CARBOHYDRATES METABOLISM	GALACTOSE METABOLISM	G14T10g|G14T11g|G14T12g|G14T13g|G14T14g|G14T15g|G14T16g|G14T17g|G14T18g|G14T19g|G14T20g|G14T21g|G14T2g|G14T3g|G14T4g|G14T5g|G14T6g|G14T7g|G14T8g|G14T9g|G14Tg|UGALGTg
466	B4GALT2	192	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	G14T10g|G14T11g|G14T12g|G14T13g|G14T14g|G14T15g|G14T16g|G14T17g|G14T18g|G14T19g|G14T20g|G14T21g|G14T2g|G14T3g|G14T4g|G14T5g|G14T6g|G14T7g|G14T8g|G14T9g|G14Tg|UGALGTg
467	B4GALT2	193	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	G14T10g|G14T11g|G14T12g|G14T13g|G14T14g|G14T15g|G14T16g|G14T17g|G14T18g|G14T19g|G14T20g|G14T21g|G14T2g|G14T3g|G14T4g|G14T5g|G14T6g|G14T7g|G14T8g|G14T9g|G14Tg|UGALGTg
468	B4GALT2	195	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	G14T10g|G14T11g|G14T12g|G14T13g|G14T14g|G14T15g|G14T16g|G14T17g|G14T18g|G14T19g|G14T20g|G14T21g|G14T2g|G14T3g|G14T4g|G14T5g|G14T6g|G14T7g|G14T8g|G14T9g|G14Tg|UGALGTg
469	B4GALT3	192	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	G14T10g|G14T11g|G14T12g|G14T13g|G14T14g|G14T15g|G14T16g|G14T17g|G14T18g|G14T19g|G14T20g|G14T21g|G14T2g|G14T3g|G14T4g|G14T5g|G14T6g|G14T7g|G14T8g|G14T9g|G14Tg
470	B4GALT3	193	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	G14T10g|G14T11g|G14T12g|G14T13g|G14T14g|G14T15g|G14T16g|G14T17g|G14T18g|G14T19g|G14T20g|G14T21g|G14T2g|G14T3g|G14T4g|G14T5g|G14T6g|G14T7g|G14T8g|G14T9g|G14Tg
471	B4GALT3	195	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	G14T10g|G14T11g|G14T12g|G14T13g|G14T14g|G14T15g|G14T16g|G14T17g|G14T18g|G14T19g|G14T20g|G14T21g|G14T2g|G14T3g|G14T4g|G14T5g|G14T6g|G14T7g|G14T8g|G14T9g|G14Tg
472	G6PC3	40	CARBOHYDRATES METABOLISM	FRUCTOSE METABOLISM	G6PPer|PPAer
473	G6PC2	40	CARBOHYDRATES METABOLISM	FRUCTOSE METABOLISM	G6PPer|PPAer
474	G6PC	40	CARBOHYDRATES METABOLISM	FRUCTOSE METABOLISM	G6PPer|PPAer
475	GAMT	69	AMINO ACIDS METABOLISM	ARGININE METABOLISM	GACMTRc
476	GALNS	188	GLYCAN METABOLISM	N-GLYCAN METABOLISM	GALASE10ly|GALASE11ly|GALASE12ly|GALASE13ly|GALASE14ly|GALASE15ly|GALASE16ly|GALASE17ly|GALASE18ly|GALASE19ly|GALASE1ly|GALASE20ly|GALASE3ly|GALASE4ly|GALASE5ly|GALASE6ly|GALASE7ly|GALASE8ly|GALASE9ly|GLB1|S6TASE10ly|S6TASE22ly|S6TASE25ly|SIAASE2ly|SIAASE3ly|SIAASE4ly|SIAASEly
477	GALNS	194	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	GALASE10ly|GALASE11ly|GALASE12ly|GALASE13ly|GALASE14ly|GALASE15ly|GALASE16ly|GALASE17ly|GALASE18ly|GALASE19ly|GALASE1ly|GALASE20ly|GALASE3ly|GALASE4ly|GALASE5ly|GALASE6ly|GALASE7ly|GALASE8ly|GALASE9ly|GLB1|S6TASE10ly|S6TASE22ly|S6TASE25ly|SIAASE2ly|SIAASE3ly|SIAASE4ly|SIAASEly
478	CTSA	188	GLYCAN METABOLISM	N-GLYCAN METABOLISM	GALASE10ly|GALASE11ly|GALASE12ly|GALASE13ly|GALASE14ly|GALASE15ly|GALASE16ly|GALASE17ly|GALASE18ly|GALASE19ly|GALASE1ly|GALASE20ly|GALASE3ly|GALASE4ly|GALASE5ly|GALASE6ly|GALASE7ly|GALASE8ly|GALASE9ly|GLB1|S6TASE10ly|S6TASE22ly|S6TASE25ly|SIAASE2ly|SIAASE3ly|SIAASE4ly|SIAASEly
479	CTSA	194	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	GALASE10ly|GALASE11ly|GALASE12ly|GALASE13ly|GALASE14ly|GALASE15ly|GALASE16ly|GALASE17ly|GALASE18ly|GALASE19ly|GALASE1ly|GALASE20ly|GALASE3ly|GALASE4ly|GALASE5ly|GALASE6ly|GALASE7ly|GALASE8ly|GALASE9ly|GLB1|S6TASE10ly|S6TASE22ly|S6TASE25ly|SIAASE2ly|SIAASE3ly|SIAASE4ly|SIAASEly
480	NEU1	188	GLYCAN METABOLISM	N-GLYCAN METABOLISM	GALASE10ly|GALASE11ly|GALASE12ly|GALASE13ly|GALASE14ly|GALASE15ly|GALASE16ly|GALASE17ly|GALASE18ly|GALASE19ly|GALASE1ly|GALASE20ly|GALASE3ly|GALASE4ly|GALASE5ly|GALASE6ly|GALASE7ly|GALASE8ly|GALASE9ly|GLB1|S6TASE10ly|S6TASE22ly|S6TASE25ly|SIAASE2ly|SIAASE3ly|SIAASE4ly|SIAASEly
481	NEU1	194	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	GALASE10ly|GALASE11ly|GALASE12ly|GALASE13ly|GALASE14ly|GALASE15ly|GALASE16ly|GALASE17ly|GALASE18ly|GALASE19ly|GALASE1ly|GALASE20ly|GALASE3ly|GALASE4ly|GALASE5ly|GALASE6ly|GALASE7ly|GALASE8ly|GALASE9ly|GLB1|S6TASE10ly|S6TASE22ly|S6TASE25ly|SIAASE2ly|SIAASE3ly|SIAASE4ly|SIAASEly
482	GLB1	188	GLYCAN METABOLISM	N-GLYCAN METABOLISM	GALASE10ly|GALASE11ly|GALASE12ly|GALASE13ly|GALASE14ly|GALASE15ly|GALASE16ly|GALASE17ly|GALASE18ly|GALASE19ly|GALASE1ly|GALASE20ly|GALASE3ly|GALASE4ly|GALASE5ly|GALASE6ly|GALASE7ly|GALASE8ly|GALASE9ly|GLB1|LACZe|S6TASE10ly|S6TASE22ly|S6TASE25ly|SIAASE2ly|SIAASE3ly|SIAASE4ly|SIAASEly|r0380
483	GLB1	194	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	GALASE10ly|GALASE11ly|GALASE12ly|GALASE13ly|GALASE14ly|GALASE15ly|GALASE16ly|GALASE17ly|GALASE18ly|GALASE19ly|GALASE1ly|GALASE20ly|GALASE3ly|GALASE4ly|GALASE5ly|GALASE6ly|GALASE7ly|GALASE8ly|GALASE9ly|GLB1|LACZe|S6TASE10ly|S6TASE22ly|S6TASE25ly|SIAASE2ly|SIAASE3ly|SIAASE4ly|SIAASEly|r0380
484	GALK1	42	CARBOHYDRATES METABOLISM	NUCLEOTIDE SUGAR	GALK
485	GALK2	42	CARBOHYDRATES METABOLISM	NUCLEOTIDE SUGAR	GALK
486	GALNT8	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
487	GALNT8	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
488	GALNT8	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
489	GALNT3	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
490	GALNT3	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
491	GALNT3	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
492	GALNT10	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
493	GALNT10	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
494	GALNT10	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
495	GALNT15	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
496	GALNT15	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
497	GALNT15	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
498	GALNT13	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
499	GALNT13	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
500	GALNT13	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
501	GALNT12	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
502	GALNT12	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
503	GALNT12	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
504	GALNT1	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
505	GALNT1	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
506	GALNT1	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
507	GALNT6	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
508	GALNT6	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
509	GALNT6	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
510	GALNT9	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
511	GALNT9	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
512	GALNT9	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
513	GALNT14	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
514	GALNT14	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
515	GALNT14	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
516	GALNT7	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
517	GALNT7	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
518	GALNT7	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
519	GALNT4	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
520	GALNT4	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
521	GALNT4	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
522	GALNT5	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
523	GALNT5	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
524	GALNT5	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
525	GALNT2	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
526	GALNT2	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
527	GALNT2	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
528	GALNT11	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
529	GALNT11	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
530	GALNT11	191	GLYCAN METABOLISM	O-GLYCAN METABOLISM	GALNTg
531	GALT	42	CARBOHYDRATES METABOLISM	NUCLEOTIDE SUGAR	GALT|UGLT
532	GAPDH	5	ENERGY METABOLISM	ATP GENERATION	GAPD
533	GAPDH	6	ENERGY METABOLISM	ATP GENERATION	GAPD
534	GAPDH	32	CARBOHYDRATES METABOLISM	PYRUVATE METABOLISM	GAPD
